track_id,popularity,duration_ms,danceability,energy,loudness,speechiness,acousticness,liveness,valence,tempo
44WyzAqGfYz8XklxeBN8kU,13,366586,0.693,0.979,-4.818,0.038,0.00432,0.0984,0.489,140.985
2wINtZRRBKxyNOwSt5ChmF,12,257333,0.646,0.914,-12.035,0.0471,0.00159,0.122,0.319,148.066
1WuFpp3mlforqroiPTriiM,13,447266,0.642,0.963,-3.448,0.0419,0.000215,0.875,0.758,130.024
2kdCpXAXmVd8bAkNlcmC5i,13,365759,0.692,0.982,-4.799,0.0386,0.00375,0.099,0.495,140.993
662yUOJybJvbZHHaQyN6FD,13,265333,0.574,0.786,-8.322,0.0681,0.0002,0.333,0.549,120.015
3LGzvEE5T2G4hZYUHjdsX7,13,195503,0.802,0.82,-4.987,0.146,0.00591,0.29,0.522,63.948
4V6TpUzZa0nP8aG8u4Vcz2,13,424093,0.66,0.93,-7.602,0.0513,0.0137,0.113,0.227,142.032
6vfN8iZHaJZ1zMKfzSEL19,11,181520,0.619,0.83,-5.967,0.335,0.0162,0.163,0.929,89.216
6uasHzm8TdKbzRusVFPZJD,12,400866,0.722,0.944,-5.071,0.0481,0.0262,0.352,0.327,126.971
6Ka4rF8ojCv0Mgn4vpkCD2,13,342706,0.417,0.672,-7.936,0.0488,0.00389,0.137,0.182,140.011
2RozP88xBupboUlSXGlauj,12,363640,0.574,0.941,-9.107,0.0428,0.00415,0.606,0.58,132.029
4i8tGFpo5YQBYyJLQZlh1V,14,176804,0.755,0.41,-16.203,0.0399,0.211,0.124,0.505,148.026
5hvUbSWZ5B7XwtjSp3xNit,13,206746,0.743,0.867,-3.912,0.221,0.338,0.418,0.67,124.247
5FZj2kdMrmVQmwZ0EsWyvD,13,545000,0.557,0.934,-5.217,0.07,0.00713,0.112,0.32,139.946
7wADwBy4ci3knZE6OuGuh0,13,353266,0.49,0.987,-2.913,0.0998,0.000708,0.0749,0.322,140.01
1WKeqxYEjZHbu8W3UcjQJF,13,493179,0.521,0.923,-4.869,0.0451,0.000354,0.129,0.773,131.957
3dWc4JVxYJkUT3kO5yWGa9,13,253000,0.595,0.882,-6.739,0.0448,0.00478,0.333,0.233,129.991
0TsAhGQz6gQlTnzpQsTzrD,32,208226,0.581,0.436,-6.581,0.243,0.0443,0.123,0.113,84.878
560eluwgcEcAEUFk18fyWS,41,309428,0.486,0.739,-4.694,0.0354,0.0175,0.0674,0.0297,140.042
0u0McPHuMZQ3RT2vD8g3Lh,35,242960,0.606,0.517,-8.127,0.0228,0.358,0.138,0.136,100.048
1hnU9BHEiBqGGKkw7pBZd6,13,291657,0.704,0.65,-7.037,0.196,0.000742,0.102,0.594,172.043
4BllOzQZH3tSjmCIbYlSB6,40,278533,0.648,0.912,-5.493,0.0744,0.0863,0.641,0.694,118.012
7lsZ0OZARZkukFyUBZJW3f,39,206200,0.593,0.993,-5.461,0.103,0.0618,0.164,0.474,150.367
1ep1y1YezR6nku99DSuXtV,11,439200,0.591,0.973,-6.748,0.0773,0.00598,0.0577,0.48,132.051
49viJ9t6ifbJ856X3XN17Z,36,197250,0.511,0.97,-2.299,0.0531,0.000337,0.402,0.27,160.044
0urx8bELftkNbhsUi3rXPs,12,287426,0.778,0.801,-7.591,0.0812,0.00217,0.106,0.498,96.022
1SwYm2POOMHpHcL2p4pGXf,12,244141,0.656,0.888,-4.525,0.0461,0.000638,0.112,0.691,124.016
0aydCU0xpCEL3ooeK6AXn7,11,231428,0.668,0.905,-3.089,0.0414,0.00234,0.343,0.482,112.026
7CDwazPin9cOWJTgvoQpCq,13,270133,0.415,0.795,-6.957,0.0578,0.00046,0.0649,0.79,99.989
16zwNbhZcwf0zO9QOfBcwC,12,272000,0.767,0.678,-8.621,0.295,0.00546,0.193,0.702,90.037
6Qk5eA59RBcO1bBkq9uSZM,40,336000,0.688,0.927,-6.083,0.0617,0.0296,0.346,0.212,129.947
0mrCdxUUgTRzv6AGxDEPeL,11,256519,0.822,0.858,-9.222,0.208,0.00922,0.915,0.318,100.298
2WkbTGr62za4SPXF6xdJ9v,12,338181,0.72,0.888,-3.143,0.0478,0.000769,0.122,0.429,132.017
3daEUkNk9pG9ziqwB2c1k5,12,91826,0.58,0.642,-6.986,0.0647,0.357,0.0798,0.0504,115.0
6PhuDaTgDhiW5oVDUHgGFp,12,250369,0.429,0.606,-6.626,0.0954,0.0011,0.39,0.38,122.985
7lXchNPE1fUOsDvz33NA5N,12,331360,0.635,0.949,-6.656,0.146,0.0017,0.892,0.285,122.484
5723Hqqk753TZghJRiA9HT,13,273096,0.428,0.802,-6.331,0.0289,0.00158,0.327,0.31,175.001
50TRPsBbK34h5ffGhq550L,13,85133,0.449,0.999,-4.976,0.0743,0.00251,0.0441,0.777,176.651
6SMR8nz0NE0AmlsIHLmfnW,11,213818,0.795,0.88,-2.454,0.119,0.027,0.0758,0.933,110.049
7eO3WrtdGkdgFWffQcTGCG,12,195205,0.749,0.756,-4.082,0.0368,0.0253,0.247,0.39,107.992
1TFbjTtl10IEperGkUCtoI,12,292655,0.768,0.731,-5.811,0.144,0.0535,0.109,0.355,144.993
5eatFM6xskKdCtSoLIAUPn,12,280259,0.66,0.686,-5.135,0.0276,0.000882,0.102,0.106,125.027
6mrQwSZRd1WF5fuv98lrWy,13,436543,0.612,0.872,-7.053,0.0414,0.000121,0.139,0.146,120.023
0OZi21h20OgtJzZQeZCaIm,13,277173,0.527,0.594,-6.698,0.0329,0.0207,0.119,0.106,103.996
349aVc7i7MrF7y5duG5qRD,13,387973,0.708,0.95,-12.18,0.0401,0.000336,0.0994,0.198,123.002
5jyLgNLPKalEycqNxAK6Rd,13,261826,0.551,0.863,-3.394,0.207,0.0516,0.189,0.796,169.839
1Th9XgLUoJ9Knmi92OLIwK,13,216813,0.691,0.655,-8.973,0.0603,0.0178,0.13,0.261,98.02
0rZVXWvG9s4BkBLHYn4Db9,11,345000,0.683,0.889,-10.075,0.0389,0.00114,0.117,0.412,114.005
6GlgK0UurZQtZC0vZsWdCn,12,298800,0.723,0.831,-7.059,0.0422,0.0052,0.117,0.287,127.996
4lByHXTvSJCBQ68prrb1QQ,13,267049,0.734,0.625,-7.676,0.0396,0.0554,0.143,0.558,95.986
2wa9dD1k13UVM73FxUBjPT,12,228040,0.841,0.726,-5.057,0.166,0.0945,0.19,0.619,99.963
0q2X3CjMlL8cHjMOEuq4PH,13,325546,0.653,0.884,-5.642,0.068,0.00159,0.236,0.659,129.997
2I1oFefXbjLzFQefsJBs0D,12,325786,0.731,0.92,-6.104,0.0489,0.0168,0.0993,0.479,134.869
69Uu1m95IP4LJCIupsyoy0,12,310776,0.501,0.939,-4.336,0.148,0.000318,0.621,0.539,173.036
3p7gMEoeA4HjcV9dDxPc85,11,303436,0.612,0.921,-5.37,0.0388,0.0303,0.363,0.692,128.009
5P50Bd4UL18ukpGOu9FiN1,11,312685,0.642,0.884,-4.042,0.106,0.00179,0.361,0.529,175.016
0FopXOTee0BtUMZKMpwMJS,11,425085,0.856,0.883,-11.464,0.0757,0.0145,0.0317,0.66,125.857
6vZbV6PqbiXrWfOomppHM1,12,290693,0.688,0.553,-14.319,0.0695,0.0863,0.377,0.801,127.935
2s4rRkFkjXf8vX1Y3bKzEr,12,329093,0.62,0.537,-16.626,0.154,0.426,0.52,0.449,195.999
62vyuoFVUoQvsHHSAwuVbG,11,120685,0.673,0.886,-6.113,0.209,0.0563,0.286,0.559,174.9
6kSHrbLortxqHSO9riyIDO,12,244826,0.465,0.853,-9.529,0.19,0.00148,0.237,0.133,169.804
2982ZoH2FoUSurGZTPo70u,13,417600,0.681,0.997,-4.254,0.223,0.00424,0.265,0.189,169.844
0uSNAZhgybQx9r247ZsetJ,13,342946,0.687,0.953,-2.872,0.0678,0.0165,0.106,0.859,161.783
5f7Rqj2U2OUhzLuRgQUcNz,13,295906,0.434,0.989,-7.275,0.0898,0.018,0.188,0.605,169.674
7eYpoEANRP5zhewMMRGMLc,11,437106,0.516,0.857,-5.311,0.0322,0.0207,0.35,0.37,134.995
0JNRo5dxhKwQRk1y3TQxdF,12,332960,0.854,0.896,-4.42,0.128,0.0819,0.7,0.894,113.89
6rq76xxJdso6sC86Kumv85,11,207253,0.869,0.825,-9.285,0.109,0.0668,0.229,0.789,115.002
6c1hFCCh7JtC84gKIYzPb7,39,301395,0.598,0.892,-4.232,0.0943,0.000189,0.302,0.202,172.027
75CiAMNTXMSwxABjofm8pT,34,226046,0.607,0.98,-0.488,0.25,0.000282,0.566,0.396,172.039
5xq4PTDdJynObrsq0HDyMJ,28,361266,0.617,0.991,-3.26,0.13,0.0157,0.597,0.289,117.006
4nq3CzOHpNlzf1297h4bdB,40,205500,0.516,0.981,-2.983,0.0782,0.00132,0.192,0.545,160.127
2Atzk0W2RHeZw2oIiaBubK,40,280308,0.497,0.727,-3.796,0.0412,0.00217,0.124,0.191,73.978
5TTJq1w8bLnUHweg924HfI,12,262500,0.715,0.998,0.202,0.0502,0.00775,0.279,0.898,127.985
1GcQOCeGqCzfRcFaKn6aLt,12,249600,0.627,0.78,-5.429,0.0518,0.00142,0.0989,0.297,150.007
0wcPVFqUw4435IwsQtLLTy,42,454226,0.337,0.91,-9.149,0.0657,0.00123,0.654,0.152,120.002
2sts2nfTzf3EospO4SgRkF,12,240000,0.836,0.828,-2.91,0.0463,0.00226,0.0976,0.503,130.005
3ZJsrcPqWDYbaeqVz4DSQi,11,273235,0.782,0.982,-3.537,0.0683,0.0174,0.218,0.382,130.007
6rV8hLHi0LbeCXv3mybQMv,12,240000,0.737,0.888,-6.457,0.0585,0.00267,0.152,0.299,130.004
0gYrCS1xKsQlMY38hbpxb7,41,329733,0.464,0.579,-9.136,0.0596,0.281,0.0992,0.14,171.752
56rENg22G23W6ibqffCGgt,11,274800,0.675,0.936,-2.604,0.039,0.000187,0.128,0.224,100.017
2OtM0uZAj7hDTX39KJSgtW,34,361400,0.621,0.987,-3.433,0.121,0.0198,0.518,0.335,117.006
5bqAeJlItYJRpfPJLUhYwE,12,202500,0.621,0.95,-3.39,0.132,0.00377,0.259,0.688,160.031
3MmAMXCl5e3oJFMzhpfXkM,38,372666,0.545,0.971,-9.097,0.0567,0.00113,0.0876,0.35,125.035
4ZDN2zdhlCYuc9FkxzrnYj,12,248749,0.644,0.832,-5.348,0.0584,1.04e-05,0.0551,0.533,174.035
1b72o2nV82LSCJxOZNeH7q,11,217846,0.663,0.955,-3.944,0.0517,0.00172,0.122,0.663,129.979
6GNA9EJt5dhLToc8lM4KFO,11,195266,0.823,0.893,-5.176,0.0417,0.00266,0.653,0.853,119.948
2xETIuyVWAjWXFSbqngBYq,11,322480,0.644,0.913,-8.782,0.0559,0.00656,0.0809,0.45,134.002
18iaAkUWhFYp9jO7j59dKI,12,310002,0.697,0.933,-1.283,0.0444,0.014,0.185,0.258,173.979
0tKaockShwu3R6lvBPTQla,11,203426,0.565,0.916,-4.25,0.0489,0.000584,0.298,0.765,116.003
42K9hlQFTtleHh2bl9tHOX,11,325517,0.595,0.943,-1.664,0.0448,0.0175,0.0902,0.741,174.028
0E2o36l4hSgHKAzzd7aScp,12,176400,0.73,0.693,-8.105,0.198,0.00333,0.362,0.248,87.477
3UZerOmd6rdn8b03pweiWl,11,404320,0.719,0.661,-9.82,0.0668,0.0215,0.0967,0.704,135.996
7CkNtT4Ptb9cime7heim8c,11,318171,0.58,0.958,-1.763,0.0421,3.08e-05,0.0535,0.298,175.023
35GZLYQD1BrgLoPk59JkQx,11,368733,0.655,0.951,-9.867,0.0555,0.0066,0.725,0.456,140.993
6ivmijOVLKgWOuLEPT1F1I,12,402345,0.781,0.789,-8.623,0.076,0.000919,0.0542,0.294,133.989
4j4ntX4xrCDRSQJdxIHJCs,12,329360,0.832,0.79,-7.207,0.132,0.0107,0.0722,0.131,119.989
4lTa7vbo5tJTVa389V5MAN,12,429783,0.784,0.924,-7.056,0.0982,0.000355,0.0294,0.458,134.012
7F0JtnYCZifNyCiVybxxXi,12,265438,0.759,0.945,-1.518,0.192,0.0408,0.353,0.437,174.079
56F0unhysx1UXxboONkgd9,11,168866,0.676,0.769,-5.618,0.0272,0.00734,0.18,0.55,102.012
71Ggh4EltjlpWvlxFDI1AT,12,213103,0.679,0.817,-2.941,0.157,0.0286,0.213,0.654,173.801
1DvOBkwphoEQF8TNUrHbF8,11,443586,0.78,0.734,-11.505,0.0584,0.00308,0.0968,0.787,136.026
2My8HJMPq6KVqX7lQvWD7Q,12,339000,0.72,0.836,-7.417,0.0497,7.5e-05,0.0831,0.188,131.891
3WDugXoCvDWHbc3AGbi6jZ,12,444452,0.614,0.785,-8.012,0.0398,0.0132,0.115,0.263,133.999
5wKPS4u5ego0ybj9uItj8D,11,320000,0.647,0.851,-1.955,0.0768,0.000278,0.458,0.366,173.979
2WC9rDC7aw6bzsA9ZwRVqx,11,194026,0.816,0.701,-5.911,0.368,0.126,0.29,0.734,93.963
47faBK5vAgnCJC6ZAYJ5pJ,14,235533,0.604,0.869,-5.585,0.0475,0.000845,0.453,0.539,103.01
1HsXpX34EY1c1PaZQIMgdh,11,3274999,0.611,0.913,-3.601,0.0624,0.000645,0.0598,0.417,175.009
6PbhI4RX7jsbe8a8tHOwgi,11,250971,0.627,0.854,-4.58,0.0716,0.000943,0.21,0.387,174.979
3d10BB8i0OAWBZSeXajQ96,12,245053,0.504,0.844,-5.195,0.288,0.21,0.393,0.449,171.929
4pIjczIeghLHrXH0mBx9PY,11,412066,0.232,0.962,-4.721,0.0667,0.000543,0.0983,0.633,163.923
42h5WALTH1nM7XDKWQIH4D,12,191034,0.513,0.97,-2.62,0.0673,0.00162,0.0526,0.599,174.058
2YwZnJ1nlsP5gJA2NbxOy0,12,120685,0.871,0.719,-6.124,0.0508,0.115,0.281,0.249,87.503
6RTjfgIjWqXIddHwiuI1aI,12,373923,0.709,0.904,-4.747,0.0481,0.00201,0.367,0.634,135.005
7kY72OnOu1B2WHmMKHRoqw,14,383600,0.656,0.718,-6.343,0.0403,0.00464,0.118,0.927,127.997
3tRspS14Dj7SsLILdObrsE,12,454000,0.62,0.831,-7.59,0.0461,0.000413,0.0619,0.271,137.007
4omTnIlasXfKz7orlmNb5Y,12,426640,0.643,0.745,-6.953,0.0461,0.000122,0.0731,0.688,132.984
6O6G3xRi7JvGvG2HFNio7y,11,289880,0.677,0.915,-4.699,0.0492,0.000372,0.583,0.385,130.002
2nwXqCCnaRWAdEeZt19RSh,30,237133,0.455,0.977,-5.778,0.235,0.000447,0.112,0.177,139.981
5seYL9BJHTiJFn2DGme0hN,12,273230,0.796,0.821,-8.416,0.0594,0.0501,0.0666,0.743,130.005
6YDsFyt28CSK0lLM3Qx2jN,11,386854,0.55,0.963,-5.618,0.0426,5.06e-05,0.0837,0.635,135.006
0s4ngVbf20MY27THjcJGBr,11,447106,0.756,0.762,-7.316,0.0587,1.09e-05,0.0957,0.643,135.001
49DAdX2cwtxm1foRvWVujp,12,273230,0.801,0.898,-3.343,0.106,0.00139,0.673,0.561,129.97
0frbuSn6HlzRX0jnmJEmTg,11,282023,0.76,0.706,-4.836,0.0481,0.00346,0.0938,0.409,125.957
61lebAsTPXxAujW84bQDax,12,262060,0.65,0.759,-5.095,0.0304,0.00898,0.0858,0.425,135.03
6zZmCSkyu52ho1xEekxLim,12,123040,0.687,0.982,-6.226,0.223,0.00951,0.0659,0.343,183.761
3VhVTIpBudKzxdsL2cnany,11,200228,0.641,0.952,-2.537,0.133,0.000175,0.103,0.715,175.014
3jFdtJZejv8HeGs2Tu6Xtu,11,264906,0.642,0.542,-11.446,0.0367,0.00224,0.397,0.725,150.116
2CKlCn2kUca3CzpUdjPSrw,12,129666,0.709,0.967,-5.461,0.0775,0.487,0.0832,0.395,113.985
78XfjG6cnwvm9bbMhPjxuZ,12,356573,0.556,0.935,-2.385,0.0498,0.0117,0.332,0.0743,87.505
5aLjtaQUZBIvm8YMWoIoTU,11,274785,0.665,0.991,-4.307,0.056,0.0298,0.249,0.695,129.982
1MKZDMenNYav4AjhMj5us8,12,330880,0.561,0.688,-8.372,0.0304,0.000312,0.256,0.11,131.998
7inzqxLW0kQx53ErmkEWK5,11,197093,0.73,0.838,-5.422,0.0347,0.00119,0.116,0.222,127.993
7oqZVbE2W4MCoMS34PPDr3,12,251520,0.778,0.932,-3.823,0.0431,0.000543,0.093,0.468,124.976
2xlhlooV62suyFAbLo6DVX,12,149998,0.891,0.861,-2.839,0.257,0.0268,0.157,0.751,128.01
4BqNm3XXku3KlnI69MN50t,12,304466,0.885,0.912,-7.48,0.251,0.151,0.28,0.396,134.023
2LScaxwPQdvWkdLZ4QmA5t,12,212347,0.772,0.893,-4.321,0.0405,0.0352,0.102,0.642,128.047
2470dtedNuj7qAsGlFc5Xi,12,250057,0.691,0.937,-3.71,0.138,0.000921,0.2,0.839,174.172
55CidrDhSYchvpKfJhe2up,12,334520,0.717,0.875,-7.708,0.0775,0.00112,0.101,0.235,134.025
6WUwHaMGIOhUaGv3t4V9WA,12,168416,0.706,0.966,-4.116,0.0576,0.0085,0.0894,0.789,123.038
6rJJizfaWk7ZkOY4KNOcIS,11,175542,0.634,0.773,-8.283,0.0325,0.000198,0.0999,0.398,87.515
09iUJKcoQuZVQMnrANIOj1,11,266057,0.665,0.98,-3.054,0.041,0.00498,0.205,0.8,175.13
6TzYMmTsjyTIf1cSSuOcAw,13,198760,0.661,0.893,-7.136,0.0346,0.000474,0.115,0.339,128.009
10BjnE4Yhud5cIlYB8VsJT,12,493681,0.609,0.756,-7.188,0.0499,0.000312,0.256,0.225,134.021
7xNWu2pvePYO06KnvGiOfg,12,317840,0.649,0.975,-5.361,0.0917,0.0124,0.056,0.394,128.019
4LrvBNKVRY2pBhpDPdzqUS,11,190664,0.812,0.604,-6.579,0.0587,0.000842,0.109,0.172,127.99
3VNcT7LYKhdZhwbEnvYPOe,12,207360,0.737,0.896,-3.908,0.0365,0.000831,0.0666,0.518,125.008
4bTvf4iHFXDGvaeUfrhJjh,11,116345,0.765,0.742,-5.462,0.145,0.012,0.103,0.508,131.912
2Do6KqnJEvFjKU7VCJkk8g,12,339200,0.712,0.891,-7.44,0.0641,2.97e-05,0.104,0.513,136.822
0tZC2pXly5kHvTdZ1SGWrg,11,346693,0.692,0.467,-16.159,0.0382,0.000783,0.11,0.627,124.696
35u84kz5FgFryD5XFfDXAE,11,348826,0.543,0.959,-8.665,0.0486,0.00119,0.606,0.42,125.047
5fs0RiObwjTxaI4hmJRLBq,11,291680,0.702,0.848,-5.9,0.0516,0.000611,0.0988,0.152,133.986
4fhfaHKwDlArxcxfQLRUtV,12,268800,0.645,0.951,-3.415,0.0471,0.000495,0.0798,0.584,87.499
1vAIcyl2gYJXV6fl2GYM7W,11,328222,0.652,0.96,-4.855,0.0487,0.000264,0.028,0.432,130.022
02vMcFvJzeFj2s1d4F14rS,12,375600,0.644,0.89,-6.543,0.0321,0.00193,0.384,0.145,124.798
2GrqNrz4zKWeRgaIr4y6Xd,12,478866,0.689,0.539,-11.424,0.0382,0.0421,0.103,0.142,139.967
6ICFiGvARhA9g8QMQGVmHR,12,230240,0.376,0.982,-3.434,0.126,0.000463,0.16,0.352,95.874
7p1xc61z9xPE1RIWyQtEbQ,12,192773,0.776,0.954,-2.298,0.122,0.222,0.325,0.789,126.004
0oQhBtAnPNTrazgJWKABxH,12,433160,0.667,0.989,-6.93,0.111,0.000776,0.0859,0.329,132.984
6sZxfH5IdFCklZ26LcylzS,11,174993,0.79,0.756,-7.042,0.0894,0.000185,0.0882,0.116,131.98
2RQvipbSsfN61lCMtIdbVi,12,252070,0.797,0.975,-6.999,0.0441,0.00426,0.302,0.785,132.027
5YoVdS8Z2AaOEE9EUGwjNF,11,317727,0.554,0.941,-2.444,0.0579,7.33e-05,0.0627,0.895,176.022
0mhebwH7WAB2RQc6wW70zn,11,320624,0.921,0.755,-4.695,0.0843,0.0691,0.0639,0.404,114.99
0h2FiWiIZ8m4QpBKcunbz6,12,316877,0.651,0.985,-3.086,0.0498,0.000108,0.522,0.88,174.175
216ECpehdSfgpyziKJZmUd,11,2523428,0.602,0.958,-2.743,0.0494,0.00167,0.105,0.436,175.005
5u3H6BA84ik5biuPKWqgWS,12,212413,0.497,0.948,-7.363,0.0492,0.0003,0.528,0.655,138.685
1YnQLetJmFSLelUte6sTzB,12,323657,0.677,0.959,-3.876,0.0513,0.00097,0.0509,0.818,174.973
5OOckN7M7qMc6mG8t8xudy,12,231306,0.505,0.982,-3.437,0.126,0.000446,0.159,0.382,96.009
1YOylgJbV4yKD1VITry6A1,28,249767,0.383,0.881,-6.417,0.0781,0.00219,0.115,0.26,110.799
2fT4mYueaoIBidKf9fRSzp,49,201586,0.627,0.844,-7.261,0.0367,0.0392,0.527,0.185,132.017
0bGJ14HHArD8n3FKqElIik,35,321174,0.573,0.857,-4.513,0.046,0.00667,0.0779,0.301,123.981
2b1M37qePYmgXTN10ODR1w,26,256040,0.625,0.711,-9.465,0.0331,0.000256,0.589,0.442,139.983
0dBXAJULYoRKbeSNEMhAD3,41,207893,0.723,0.882,-4.665,0.107,7.8e-05,0.382,0.491,120.027
7aw9aEVnkfyP7rnuILjMaZ,4,264240,0.477,0.953,-5.211,0.15,0.000455,0.198,0.248,165.995
4G4oD15vZNawZooWLP7CWS,39,226933,0.622,0.956,-3.422,0.053,2.95e-05,0.359,0.446,140.073
7Fj4nnn3EjdKJH2YE1jnxF,32,369290,0.511,0.667,-13.993,0.0423,0.00334,0.103,0.155,130.004
32mTPdXhQvtdF6ippeG6yy,4,241379,0.351,0.941,-6.466,0.228,0.0832,0.12,0.0389,128.023
7rpIQ9kIrvwAcRRRB0QW3C,41,297933,0.745,0.689,-11.355,0.0524,0.0198,0.0991,0.957,140.019
7yLSvkBAxjw6RH9hflGVGN,11,515000,0.716,0.606,-12.568,0.0918,0.00042,0.129,0.483,124.9
3dh3AymGwdwrbE9AGGkSed,39,518906,0.474,0.924,-5.589,0.0419,0.00228,0.309,0.201,140.019
0gVs47zrlTjARADeWA5kIC,11,261562,0.806,0.99,-3.574,0.233,0.00981,0.496,0.221,128.009
1Z0aSQJfNcWK75l2q1BAEr,11,272800,0.892,0.954,-4.641,0.0333,0.000981,0.124,0.928,121.989
2pJq6OzY4WaEAKbcd8RJbQ,12,439226,0.664,0.807,-8.975,0.0392,0.0668,0.451,0.703,108.014
0xD3GpmbLiHNVj5YbqP3sd,12,712146,0.619,0.936,-6.25,0.0441,0.000101,0.0925,0.432,129.053
4u0fYkrfpqcFjsGVEk4ewM,37,363333,0.554,0.603,-8.186,0.0433,0.0298,0.703,0.335,124.987
2QDnIFKbJZOK3LK2KqykM4,12,238306,0.528,0.943,-3.594,0.035,0.00219,0.309,0.337,131.99
0h3aeIoYceNEwKLnjPHDW4,11,462031,0.328,0.897,-4.514,0.0572,0.0126,0.559,0.331,134.02
3wbdyLeVrYGv5wfSQSqwMU,37,261266,0.63,0.771,-7.642,0.0418,0.00975,0.433,0.446,125.02
5ZzYkOLQHe9lyEDoSEUiRs,11,432346,0.638,0.953,-9.135,0.0543,0.00981,0.107,0.469,132.005
6WKlbp24TraMPpWhQtU1Kp,40,280400,0.801,0.857,-5.775,0.0604,0.076,0.0847,0.633,125.966
6SCLDZSPxSSHxvViSV8NgE,12,298080,0.778,0.61,-8.578,0.0593,0.13,0.165,0.586,139.881
2rJY5X95YYOYvSUI8Jem0r,11,577106,0.569,0.749,-9.986,0.0411,0.000654,0.937,0.125,132.008
5uKTO6MKgcnaRNwqjEIHLN,11,245635,0.8,0.872,-6.046,0.0958,0.022,0.123,0.277,128.005
6Zpj4XvoH4xNp2wCa6X96y,12,257966,0.686,0.927,-4.041,0.0398,0.00446,0.0892,0.313,127.002
6SBJmVlitZnDiI6MyAgqiL,11,336146,0.837,0.479,-6.764,0.0519,0.0146,0.0626,0.77,119.97
22HWRdsndhW9Q58yPBRJpJ,12,176626,0.77,0.911,-4.605,0.0919,0.351,0.187,0.573,105.946
1S82uDbVY7hAlcusuUhCam,12,150000,0.76,0.972,-5.602,0.0502,0.00278,0.0849,0.805,128.007
16xWaD0RlflF9UYGFuUpVU,11,358133,0.605,0.877,-10.932,0.0474,0.00749,0.191,0.208,130.009
5pNGsdLuc9AQXmoDTO5jTs,11,264947,0.536,0.959,-4.912,0.0538,0.0017,0.565,0.519,105.99
5u9Ity5XCM6RqoDkOtWGal,12,254186,0.484,0.618,-6.1,0.0541,0.374,0.0941,0.0412,142.093
4qmsUQUWMoLS4oRv4rr2Zk,11,358466,0.811,0.653,-8.526,0.0908,0.149,0.191,0.409,91.952
0YTMhnyOxwlqJbP0zeMSpn,11,242093,0.685,0.676,-5.176,0.0411,0.00713,0.574,0.629,122.969
7EujzMqThpXYXITVA442IN,11,250693,0.525,0.926,-2.948,0.327,0.102,0.0861,0.497,91.278
2dLwq8yyJOagmGL6bHYxby,12,218546,0.59,0.893,-6.079,0.0983,0.00365,0.0865,0.342,133.971
3znXFNvAksDOcW95Zz3K1K,11,522866,0.601,0.75,-11.947,0.0419,0.0608,0.0639,0.222,132.004
7mXeV65gWwCPZ4le46qcPy,12,206623,0.753,0.806,-5.417,0.042,0.00726,0.117,0.428,125.999
0lxxm52IjT7k182jL1JdK9,11,332533,0.746,0.963,-6.487,0.101,0.000229,0.329,0.243,129.0
6mvtfatOQ29fwhseEkF4fA,11,443186,0.658,0.846,-11.686,0.0689,0.13,0.767,0.594,124.976
66RShfMW9f655eBNi2prme,12,307946,0.944,0.552,-5.978,0.0628,0.00104,0.0939,0.715,127.992
3fZbfZCGmCcVVRLvNmKvMz,12,368760,0.401,0.987,-3.567,0.342,0.000675,0.266,0.146,178.075
3KjOiQBH0kjyhvCU3pUeMc,12,276386,0.672,0.989,-2.425,0.164,0.175,0.284,0.156,125.999
1cufbeYwK8LYLX8r63zKup,12,400866,0.722,0.944,-5.071,0.0481,0.0262,0.352,0.327,126.971
6526VilMPRXVPeHQkBWxGN,12,311106,0.66,0.452,-18.52,0.03,0.464,0.105,0.637,109.691
3Wn2gcHQEq4F8IRPMtQx8y,11,411866,0.672,0.872,-13.052,0.0402,0.00212,0.0265,0.389,144.014
0AzIgzIX5fohmjxFSTlUKK,11,393826,0.54,0.613,-3.885,0.0514,0.147,0.064,0.137,126.194
2LGzRE6uEmjUoRlg4Gd9gD,11,436466,0.67,0.935,-4.337,0.0865,0.265,0.0958,0.164,129.009
2rbTlfHdzrxhWAKzj86m1Y,12,365759,0.692,0.982,-4.799,0.0386,0.00375,0.099,0.495,140.993
3i6AkELMjh7GSnYzM0VV5Z,12,519506,0.574,0.944,-5.8,0.0715,0.00322,0.159,0.188,133.984
5K09dIo3e7CUFsiHTM4tUp,27,213070,0.725,0.974,-2.002,0.0491,0.0191,0.104,0.537,127.009
4vmNRQQJZcQaJByRjJgCXy,39,219079,0.727,0.796,-5.43,0.0454,0.00329,0.269,0.465,98.015
3lvyFNbNIYhCePUQ8BYnE0,34,431280,0.686,0.626,-12.808,0.0383,0.0377,0.0824,0.133,126.987
1uxu5LvEtoCzhA1PHhP2pr,40,346720,0.457,0.637,-5.006,0.0405,0.00626,0.0971,0.035,171.995
4RIQpVKnO0LBuqBsee9PJs,31,280667,0.391,0.866,-3.25,0.148,0.000236,0.115,0.0836,86.001
3tMrf3I9xmmCrOn8czDw3L,10,245538,0.689,0.938,-3.259,0.0586,0.000622,0.0921,0.163,130.034
01chLuyt3rNktc3lRXPfZR,10,305464,0.675,0.835,-3.993,0.0433,0.000302,0.535,0.131,132.002
44xftBTc2LujAquDIArN7q,40,305454,0.529,0.932,-2.943,0.12,0.000464,0.109,0.316,175.968
7edi99QnXp4tfzVDkRmJCm,9,268064,0.762,0.827,-5.135,0.0804,0.000111,0.67,0.788,123.987
